timestamp,role,role_simplified,sector,sector_simplified,yrs_experience,analysis_tools,carto_tools,scripting,prog_languages,prog_primary_factors,r_user,r_experience,r_frequency,r_tasks,r_tasks_simplified,r_strengths,r_limitations,r_packages,r_packages_clean,r_improvements,anything_else
1/11/20 3:11,Remote Sensing Scientist,RS Scientist,Academia,Academia,0 - 2 years,"R,GDAL,SAGA","Esri products,R,Google Earth Pro",Yes,R,,Yes,4,Daily,"Statistical analysis, Spatial analysis, RS images pre-processing","statistics,geo analysis","Huge community, lots of statistical tools related or unrelated to spatial analysis",Visualizations,Raster,Raster,"A better way to organize script, being able to have section (already the case) AND sub-section etc...",
1/11/20 4:14,Remote Sensing Scientist,RS Scientist,Private,Private,0 - 2 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL,Google Earth Engine","QGIS,Python",Yes,Python,,No,,,,,,,,,,
1/11/20 4:42,Student,Student,Academia,Academia,6 - 10 years,"QGIS,Esri products,R,Python,GDAL,Google Earth Engine",Esri products,Yes,"R,Matlab",,Yes,2,"Infrequently, but as-needed",spatial analysis ,geo analysis,it s powerful for spatial autocorrelation analysis ,visualissation,rdgl,rgdal,,
1/11/20 5:08,Researcher,Researcher,Academia,Academia,16 - 20 years,"Python,GDAL,GMT,Matlab",GMT,Yes,"Python,Matlab,Shell scripts",Suitability,No,,,,,,,,,,
1/11/20 5:33,GIS tech/analyst,GIS tech/analyst,Private,Private,> 20 years,"QGIS,Esri products","QGIS,Esri products,Gimp",Yes,Python,,No,,,,,,,,,,
1/11/20 15:34,Retired Public Health Intelligence Specialist,Other,Occasional short term Public Health contracts (NHS and LA),Ind Contractor,> 20 years,"QGIS,Esri products","QGIS,Esri products",No,,,,,,,,,,,,,
1/11/20 23:39,GIS tech/analyst,GIS tech/analyst,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS",QGIS,Yes,"Python,Bash",Knowledge,Yes,3,"Infrequently, but as-needed",Stats,statistics,Reliability of algs and implementations,"Inconsistency of commands, integration with GIS",,,Better QGIS integration,
1/12/20 12:55,Researcher,Researcher,Academia,Academia,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R,Python,GDAL","QGIS,R",Yes,"R,Python",Packages,Yes,3,"Infrequently, but as-needed","Statistical test, random points Generation",statistics,The sp package ,Doesnt apply,Sp,Sp,,
1/12/20 13:35,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,6 - 10 years,MapInfo,Esri products,No,,,,,,,,,,,,,
1/13/20 1:00,Data scientist,Data scientist,Private,Private,0 - 2 years,"R,Python,Google Earth Engine","QGIS,Esri products,R",Yes,"R,Python",Computational power versus ease of use,Yes,4,Daily,raster processing,geo analysis,ease of use: raster processing can be done pretty much entirely using the raster package (even being able to parallelize certain raster operations!),processing large volumes of data on a laptop (i.e. locally),raster,raster,,
1/13/20 1:39,Researcher,Researcher,Academia,Academia,11 - 15 years,"QGIS,Esri products,R,Python,GRASS,GDAL","QGIS,Adobe Creative Suite,Gimp",Yes,"R,Python",Existing tools and tutorials,Yes,3,"Infrequently, but as-needed",Statistics and spatial analysis,"geo analysis,statistics",The abundance of specific tools and comunity,Steep learning curve,,,,
1/13/20 3:04,Researcher,Researcher,Non-profit,Non-profit,0 - 2 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL",QGIS,Yes,Python,,No,,,,,,,,,,
1/13/20 3:24,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,Python,CARTO","QGIS,Python,Mapbox,Carto",Yes,"Python,Javascript (or variant)","If the map needs to be interactive, JavaScript is the choice. ",Yes,2,"Never (I used to use R, but now I don't)",I dont use it anymore,,It used to be the easy to learn language and the amount of spatial packages available.,"Integratios with other platforms, tools and workflows.",,,,
1/13/20 3:33,Student,Student,Academia,Academia,3 - 5 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GDAL,CARTO,Google Earth Engine","QGIS,Esri products,Carto",Yes,"R,Python,Javascript (or variant)",,Yes,2,Rather use Python ,Data cleaning and feature engineering,"data wrangling,EDA",Lots of libraries in related fields,Speed ,,,,Python gives perfect response for what I need and I have no doubt that it will over come R in the following years
1/13/20 3:43,Student,Student,Academia,Academia,3 - 5 years,"QGIS,Esri products,R","QGIS,Esri products,Adobe Creative Suite",No,,,,,,,,,,,,,
1/13/20 3:52,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,R,Python","QGIS,Python",Yes,"Python,C (or variant),Javascript (or variant)","The available library, the objective, the platform, and my skill",Yes,3,Every few days,"Currently, I work on my thesis, comparing alternative R implementation (GNU R, MRO, TERR, Renjin, pqR, FastR) on different platform (Debian, Fedora, Arch) on docker for geospatial workflow.",,"Has a lot of packages, created by and for the people who use it",Versioning. You can run old code that use old R easily (compared to python). MRO has the solution though.,sf,sf,"I am fine with the current condition, for my needs at least","I am more a developer rather than a tool user. So, perhaps my answer is little bit bias."
1/13/20 4:01,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL,Geotools ","QGIS,Python,Geoserver ",Yes,"Python,Java,bash",Convince ,No,,,,,,,,,,
1/13/20 4:08,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,16 - 20 years,"QGIS,GDAL,GeoTools/GeoServer","QGIS,GeoTools/GeoServer",No,,,,,,,,,,,,,
1/13/20 4:09,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL,gvSIG,spatialite","QGIS,Python,Mapbox,Leaflet,openlayers,geoserver",Yes,"Python,Javascript (or variant),bash,sql",,No,,,,,,,,,,
1/13/20 4:10,Researcher,Researcher,Academia,Academia,> 20 years,"QGIS,R,Python,GRASS,GDAL","QGIS,R,Python",Yes,"R,Python",,Yes,5,Daily,"Data input, spatial analysis, statistical analysis, spatial statistics","data wrangling,geo analysis,statistics",none above other programming languages,poor cartography,"sf,tmap,gstat","sf,tmap,gstat","a complete rewrite of the syntax, tooling, and development process","Recent (~5 years) developments, and lack of developments, in R have made it into a system that is now unsuitable for beginners compared to a more modernised programming language such as Python. After 25 years using R I am - as are many of my group - switching to Python except when we have to use a statistical method where there's an R implementation.  R is over the hill and will be lucky to have another five years left.
"
1/13/20 5:18,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL","QGIS,Esri products,Python",Yes,"Python,Javascript (or variant)",,No,,,,,,,,,,
1/13/20 5:39,Archaeologist,Other,Academia,Academia,3 - 5 years,"QGIS,R,Python,GRASS","QGIS,Esri products,Gimp",Yes,"R,Python","Python in combination with desktop GIS software, R standalone. ",Yes,3,Every few days,Mainly for spatial and non-spatial statistics,"geo analysis,statistics",Ability to combine spatial analysis with the rest of the statistical framework offered in R,"Dynamically exploring spatial data, i.e. zooming, moving about the map, and querying based on this is more cumbersome via code","spatstat,sf,ggplot","spatstat,sf,ggplot2",Probably using it more to get comfortable integrating and using R for the entire or most of the workflow,
1/13/20 5:39,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,11 - 15 years,"Python,GDAL","QGIS,Python,Web gis libraries",Yes,"Python,Javascript (or variant)",Batch or user in real time,No,,,,,,,,,,
1/13/20 6:39,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,> 20 years,"QGIS,PostgreSQL,PostGIS,Python,GRASS,GDAL","QGIS,Mapbox,Carto",Yes,"Python,Javascript (or variant),PostGIS PL\pgSQL,FME",Web: JavaScipt. Geoprocessing on local machine: Python (and PostGIS),No,,,,,,,,,,
1/13/20 6:48,Data scientist,Data scientist,Private,Private,6 - 10 years,"R,Python","R,Python,Cesium.js",Yes,"R,Python,Matlab,Javascript (or variant)",,Yes,3,Daily,.,,.,.,,,,
1/13/20 8:16,Student,Student,Academia,Academia,0 - 2 years,"QGIS,Esri products,Python,Google Earth Engine","QGIS,Esri products,Gimp",Yes,Python,,No,,,,,,,,,,
1/13/20 10:22,Manager,Manager,Government,Government,> 20 years,"QGIS,Esri products,Python,GDAL","QGIS,Esri products,Mapbox",Yes,Python,,No,,,,,,,,,,
1/13/20 10:32,Photogrammetry and LiDAR Specialist,RS Scientist,Private,Private,11 - 15 years,"QGIS,Esri products,PostgreSQL,PostGIS,Global Mapper,Pix4D,ContextCapture,POSPac","QGIS,Esri products",No,,,,,,,,,,,,,
1/13/20 10:37,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL,CARTO","QGIS,Esri products,Python,Gimp,Mapbox,Power BI,MS Paint",Yes,"Python,Javascript (or variant)","If the analysis involves user interaction in a web application, I'm more likely to choose JavaScript. If the analysis involves me doing exploration of the data or the result does not require user interaction, I'll use Python. In most cases I will choose Python because I am more familiar with the language and geospatial analysis tools avaible in Python.",No,,,,,,,,,,"R and Python are frequently pitted against each other in an adversarial way as if it is a value judgment if you use one over the other. Early when learning how to write scripts for data analysis, I was using both R and Python. My progress was slow because I was learning 2 languages at once. Some people may be able to do that, but at that time, I realized I wasn't going to make any progress with my brain divided between Python and R. I was just starting a job where my supervisor had been working with Python. As such, I chose to focus on Python so I could get up to speed with the work he was doing. However, I still follow the R community from the outside with much admiration. Now that I'm more comfortable with scripting and more programming concepts, I hope someday to revisit R."
1/13/20 10:44,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,3 - 5 years,"Esri products,R",Adobe Creative Suite,No,,,,,,,,,,,,,I used R as a student but I haven't used it professionally. 
1/13/20 10:48,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,> 20 years,"Esri products,R,Python,Google Earth Engine",Esri products,Yes,"R,Python",applicability to task,Yes,3,"Infrequently, but as-needed",summarizing,statistics,"multi-temporal, data consolidation","visualization, user friendliness",,,,
1/13/20 11:00,Manager,Manager,Government,Government,11 - 15 years,"Esri products,Python","Esri products,Python,Javascript: Leaflet,Vue",Yes,"Python,Javascript (or variant)",Best of Breed... best for the task at hand.,No,,,,,,,,,,
1/13/20 12:23,GIS tech/analyst,GIS tech/analyst,Non-profit,Non-profit,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R,GDAL,CARTO,Google Earth Engine",QGIS,Yes,R,,Yes,3,Every few days,"extracting information from larger datasets, automation of repetitive tasks",data wrangling,"Lots of packages and resources online, relatively intuitive syntax",lots of resources out there for depreciated packages. Not always sure you have the right dependancies.,raster,raster,,
1/13/20 12:42,Student,Student,I'm a student,Academia,0 - 2 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,GDAL","QGIS,Esri products,R",No,,,,,,,,,,,,,
1/13/20 13:32,Geospatial Developer/Engineer,Geo Dev/Engineer,Government,Government,16 - 20 years,"Esri products,Python,GDAL,SQL (mostly datasets and queries using geometry datatype) ",Esri products,Yes,"Python,C (or variant),Javascript (or variant),SQL",Size of dataset and complexity of analysis.,No,,,,,,,,,,
1/13/20 13:50,GIS tech/analyst,GIS tech/analyst,Government,Government,16 - 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,Python,GDAL,Saga","QGIS,Adobe Creative Suite,Gimp",Yes,Python,,No,,,,,,,,,,
1/13/20 17:36,Data scientist,Data scientist,Non-profit,Non-profit,0 - 2 years,"QGIS,Esri products,PostgreSQL,PostGIS","QGIS,Gimp,Power BI",No,,,,,,,,,,,,,
1/13/20 18:00,Data Engineer,Geo Dev/Engineer,Government,Government,16 - 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,Python,GDAL,Tableau,SQL server","QGIS,Esri products,Python,Gimp",Yes,"R,Python","Collaborators, existing project, libraries",Yes,3,"Infrequently, but as-needed","ETL (extract/transform/load - text files to databases), web scraping, statistics, charting","data wrangling,web scraping,statistics,visualization",The available libraries and being able scale it on high performance computing. ,"Python is my 'go to' so I'm not aware if R has the depth and range of spatially aware, higher level libraries that I use in Python.","Geopandas*,GDAL,netcdf,scikitlearn*,fiona*","Geopandas*,GDAL,netcdf*,scikitlearn*,fiona*",Nothing,"Any language with an API for QGIS and/or ESRI products is going to help you program, automate, batch and scale workflows and mapping."
1/13/20 18:41,Cartographer,Other,Non-profit,Non-profit,16 - 20 years,"QGIS,Esri products,Python,GDAL","QGIS,Esri products,Adobe Creative Suite,Gimp,Mapbox",Yes,"Python,Javascript (or variant)",Web or desktop,No,,,,,,,,,,
1/14/20 12:08,Researcher,Researcher,Academia,Academia,16 - 20 years,"QGIS,R,GRASS,GDAL","QGIS,R",Yes,R,Flexibility,Yes,4,Every few days,"Spatial Data analysis, Remote sensing, stats","geo analysis,statistics",Diversity of functions,Performance ,Rstoolbox,Rstoolbox,Performance ,
1/14/20 15:31,Student,Student,Academia,Academia,3 - 5 years,"QGIS,R","QGIS,R",Yes,R,,Yes,4,Daily,"Data mining, machine learning, geoespatial analysis, graphs","EDA,modeling,geo analysis,visualization","Easy to visualize, edit, filter, everything. Statistical analysis","Some operations take unreasonable time. But in my experience, I've managed doing everything I tried","rgdal,rgeos,raster","rgdal,rgeos,raster","Statistics, ploting graphs, managing data easily.",
1/15/20 11:04,GIS tech/analyst,GIS tech/analyst,Government,Government,11 - 15 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python,Gimp,Inkscape",Yes,Python,,No,,,,,,,,,,
1/16/20 2:23,Lecturer,Educator,vocational education,Academia,> 20 years,"QGIS,Esri products,PostgreSQL,PostGIS,GDAL,Tatuk,Excel,Oracle Spatial","QGIS,Esri products,Adobe Creative Suite,Gimp,InkScape",Yes,"Python,Javascript (or variant)",,No,,,,,,,,,,
1/16/20 6:36,Student,Student,Academia,Academia,3 - 5 years,"QGIS,Esri products,PostgreSQL,PostGIS,R,GRASS","QGIS,Esri products,Adobe Creative Suite,Gimp",No,,,,,,,,,,,,,
1/16/20 11:21,Data scientist,Data scientist,Private,Private,6 - 10 years,"QGIS,PostgreSQL,PostGIS,R,GDAL","QGIS,R,Inkscape,LeafletJS",Yes,"R,Javascript (or variant)",,Yes,5,Daily,"Data Wrangling, exploratory analysis, automate plot/maps, remote sensing processing, ....","data wrangling,EDA,modeling,maps,geo analysis","automate processes, reusability of solutions, packages to manipulate different types of spatial data and to do different kind of spatial analysis","Memory use, difficulties to paralelizate processes or use spatial layers bigger than the RAM ","sf,raster,rgdal,","sf,raster,rgdal,","better managing of big data (as in big files of spatial data, not the *big data* hype)",
1/17/20 2:40,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,> 20 years,MapInfo Pro,"MapInfo Pro,Spectrum Spatial",Yes,"MapBasic,C#",,No,,,,,,,,,,
1/17/20 15:35,Researcher,Researcher,Academia,Academia,0 - 2 years,"QGIS,Esri products,R,Python,ENVI","QGIS,Esri products",Yes,"R,Python",,Yes,3,Weekly,"Running spatial statistics (ie. kriging, spatial auto correlation)",geo analysis,Ability to customize/ fit variograms and have a reproducible code ,The visualization,"gstat,sgeostat","gstat,sgeostat",,
1/18/20 4:29,Geospatial Developer/Engineer,Geo Dev/Engineer,Private,Private,3 - 5 years,"QGIS,PostgreSQL,PostGIS,Python,GDAL","QGIS,Python,Adobe Creative Suite",Yes,Python,,No,,,,,,,,,,
1/21/20 12:23,Student,Student,Academia,Academia,0 - 2 years,Esri products,"Esri products,Gimp",No,,,,,,,,,,,,,"Although I answered as having not used many scripting/programming tools in my spatial analysis, this is a topic that fascinates me and I would love to learn more about in the future!"
1/21/20 12:37,GIS tech/analyst,GIS tech/analyst,Government,Government,6 - 10 years,Esri products,Esri products,No,,,,,,,,,,,,,
1/22/20 5:40,Student,Student,Academia,Academia,0 - 2 years,"QGIS,Esri products,R,Google Earth Engine","QGIS,Esri products,R",No,,,,,,,,,,,,,
1/22/20 8:51,GIS tech/analyst,GIS tech/analyst,Government,Government,> 20 years,"QGIS,FME (Feature Manipulation Engine)","QGIS,Gimp",Yes,FME,,No,,,,,,,,,,
